path,size_bytes,sha256,tracked_status,ignored_status,file_type,language,classification,generated_or_human,read_status,parser_used,purpose,principal_symbols,entrypoint_status,references_in,references_out,duplicate_group,risk_notes,reason_not_read
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/dynamo/cpp_shim.h,611,3e2917ce71af714259e464a1e03e85b3c3dcdbc924e8151c0755b352c0e2db61,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/dynamo/cpython_defs.h,1174,031b76a0b7347ec2e5e55ab1091fb9ad1c812c7852a67b7e2c5f0efb87536160,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/dynamo/cpython_includes.h,2029,7b7d3c65bf450e1fd3c96a77bbf4a32bc75d209a92711e3474bea7e015f592a5,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/dynamo/debug_macros.h,3782,33a31821c0f488d38315ff6e89addd3385cbc6206cd1be781c6e09805875cc79,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/dynamo/eval_frame.h,1901,113e8481054d13e5a6765107d81c2acb6ed53f842cde8cb25dd24a391f977023,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/dynamo/eval_frame_cpp.h,1430,77b34f5c51cdb74c3468da06e2a533f7e43ff6cc2eb33c08d209f43a4ecd18d4,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/dynamo/extra_state.h,8770,d14ec55168a7429e3de6a5be953491e4ed721fd7767e8290fd31a6470591f079,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/dynamo/framelocals_mapping.h,3035,d7063c7dedbc8559b7af5a1856756d3c659078976b8a6ef03f55eebb3a4a3cf4,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/dynamo/guards.h,4253,634e92829d5d2ded8452cb71c9417d6e71fe02240787f5e00012231f539eba34,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/dynamo/init.h,441,db3a30535da93bbba390f9ce8ac7bbf1816326af390229696af37145cfc57b78,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/dynamo/python_compiled_autograd.h,469,a672a44295f27a441f939078bedcc28313561d48ca830a7ee09da53eb39fa728,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/dynamo/stackref_bridge.h,618,543c4ff53e2c58e5b44075371c05a1bd7f0b57974c5f43e25db8a601afc36e0a,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/dynamo/utils.h,772,4215c281d3241334a16be947f0424a3bb367b0a83939511a5aefe0586f17f5da,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/export/example_upgraders.h,761,fa6002cc473d91bab7c1e04f1fd56ac869193e345d594b77ef8aba6774a7b943,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/export/pt2_archive_constants.h,5170,21214e70845bdb4dbf64e07b072c0d28c0dfc0e420a03823b233495e2812141c,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/export/pybind.h,396,7c8fd2a617374539a810077cc396d4b15c98d591416894ef17a990ffb96cf90e,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/export/upgrader.h,5603,1e983de9d9d9cb17736087d151b94ed83fddc1b9959ac21d43cd156d82c3f2a9,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/functionalization/Module.h,1308,e59130e1ceea9f53ed98b4d7ed01ff6e3c56b10760a0066fa54814794c267071,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/functorch/init.h,360,a06984ac025c2d36088e8f8b8052e90c8f77e2b1be9039c7db672ed237282851,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/fx/node.h,384,f3648b88df8fac4b572a55412b6b04086a558bb49b15b4e92d43e7e3f2d772ef,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/inductor/aoti_eager/kernel_holder.h,4995,70b077a12e3e5273f990ae66bd6956d60bf481d5ee59197f2c0cb0bb03f4e567,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/inductor/aoti_eager/kernel_meta_info.h,6374,80eb2ecac92844d88ddc7056ca6dc239c046bac99fbf9d0b33ddc62a5929b753,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/inductor/aoti_include/array_ref.h,555,48504de5734ab462fc33810e959878c0a58311f7856b03eeac9af3ed0f13bb24,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/inductor/aoti_include/common.h,670,a64df1e8eb6db2bb883a37835b501f48a0334dec2fd0f57ce05ffa26120c2b78,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/inductor/aoti_include/cpu.h,386,7317f9bb1b133d74e6cf1f536a5d35b0d6d030ba46215ef5390b0b40032d1735,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/inductor/aoti_include/cuda.h,455,e67640773cb116d78afd7c7dfa6a561c20571621197f33ee82823599a6ed75b7,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/inductor/aoti_include/kernel_compile_result.h,836,391784d08f162515b70bc54f4abc806fd624c4bcc251dfc7e8f437c5407c95b2,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/inductor/aoti_include/mps.h,386,b5977888a0fd1178eb9d9e72fee9a8275ad7df03026cdd45eecb60cd39e24528,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/inductor/aoti_include/xpu.h,454,f1b7c0c221259f263efe7831d8c44da5283a6501e2922169d09d50d4f5f939ed,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/inductor/aoti_package/model_package_loader.h,3126,536b82a35680ceddf4eb9b0405e2dbcff56619650629511cff736718571200ec,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/inductor/aoti_package/pybind.h,403,f906d20b415105494ad3a5ceb2384c92a6a82e8b63f1a6efe104ba02012ee279,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/inductor/aoti_runner/model_container_runner.h,6985,a88b1825b5ee6715e0b27a77418d9e975e1e3e442aa86c6f27cf6f4aa211f970,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/inductor/aoti_runner/model_container_runner_cpu.h,733,cfa1753d6cfb7f408ae5a652367bb2db8a3fe71fb31cb0ed903f0016b43997d9,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/inductor/aoti_runner/model_container_runner_cuda.h,1385,37eb1b42580a2b4eddd355727a59a7c0aa137e2b9f6fe47f869cde16a1d5fd4f,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/inductor/aoti_runner/model_container_runner_mps.h,710,43c0d7b72c13e4b081eb68753e35c0836446be121a7eb44e0277187d6a41511b,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/inductor/aoti_runner/model_container_runner_xpu.h,1470,26b0727614a5124f4c3884c8df735083f61fda18bc7417a918f5259c8a14eb89,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/inductor/aoti_runner/pybind.h,402,b2597274016cd6e2d1714273afa1e17c329d151f94ebf81daae416a152d02f7d,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/inductor/aoti_runtime/arrayref_tensor.h,6950,a01e221287381f652ba23ddd5abcb7281d4a0350aeaa07384d09a9c2c437e113,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/inductor/aoti_runtime/arrayref_tensor_conversion.h,3629,9e5a4a26006eeb453f76e582bc43afbfc7e3dd17be94cef2016c496574335c74,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/inductor/aoti_runtime/constant_type.h,781,930ec3567b70359236d13c74ca4b051bbb593c7ae926e37b8199aa174f4b1e5e,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/inductor/aoti_runtime/cpu_triton_runtime_wrappers.h,3790,7b937ad0936e16ccbda1bae611252e1f4ba31794257a9a19c2477ce3601e347e,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/inductor/aoti_runtime/device_utils.h,2574,ed665b607cf3b33b2cda266fd248f2449614d1e56b2f80086111ac99f07b6e6e,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/inductor/aoti_runtime/interface.h,17800,203cb57e0864ab05b85c70ab1cba190f0475a148c2938d31c00af4a2136d8e33,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/inductor/aoti_runtime/kernel_context_tls.h,4238,49fee6e886de97107dba60be88245a67d73b28cb1cf26b1fa78b20fe8fc0ec51,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/inductor/aoti_runtime/mini_array_ref.h,4980,e436c006c19736df1d038b4bc10443a94ab871c4655c35f3c178ddc406ec07b9,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/inductor/aoti_runtime/model.h,2769,f0477dd3c8f847d4512aff8421788f8679c8eac31e7ca59999d4ccdac710577a,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/inductor/aoti_runtime/model_base.h,35650,0249a903f1fb4c396cbe78fe360669c9dc6c18ae4c1a3944dab742639793d1d3,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/inductor/aoti_runtime/model_container.h,31514,6c00f66edc8f078577860e903b9963c14768921f72caed5e536e7939f8457d8b,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/inductor/aoti_runtime/scalar_to_tensor.h,1844,d7f78d13517f925f975a9c2c81cdf79b5a74eff94d2b589ab29d5c45542de4d2,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/inductor/aoti_runtime/sycl_runtime_wrappers.h,6549,810972f8cc8b30fff3c97914a5b0aa7f7f06cd4119a940d2d0a70b292d02074c,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/inductor/aoti_runtime/thread_local.h,4606,910a488cbffd24b7aef81e42dbf3d8b2ff8184887c36e782115ba96c17422725,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/inductor/aoti_runtime/utils.h,17200,09fa306d3134a95d5d0fdf27d4b7d2ee14d7ff9b9ea98996dd79b7e78e1be961,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/inductor/aoti_runtime/utils_cuda.h,2079,88ff130c655340a700407e46b1c185db54dc44f89482013cf3b3e5fe3fe7e62f,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/inductor/aoti_runtime/utils_xpu.h,1969,3b161a6f9ba7acb14288801bab2ee265fe5ed3fa7a205f9863b354d551041e59,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/inductor/aoti_torch/c/macros.h,2321,75b0f6b3367ccc40873d8b0a08e0bc953e16263ec29db90abe51abb01994979c,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/inductor/aoti_torch/c/shim.h,26540,b940331ac167523d553c229054ab2c8e93c39ec1f1a40f8632b381d84b781d86,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/inductor/aoti_torch/c/shim_cpu.h,7490,b71fcafc63ca609dbf7abab959f5b1e028ff53ffd97b6f2dbde6b592f3c1aeb2,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/inductor/aoti_torch/c/shim_deprecated.h,6551,f387d347aa83d1454d5d8f5a9a69fb2b5169e518fd9af2878c2916b483849828,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/inductor/aoti_torch/c/shim_mps.h,3189,d73c79c567d0b0b53b1df21531fce8b6f143266263025a9654772701abc1d386,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/inductor/aoti_torch/c/shim_xpu.h,5982,3ecaa2aa5dc33970996972efec6c282827108b8078221838b78f4fbc7f185c26,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/torch/include/torch/csrc/inductor/aoti_torch/generated/c_shim_aten.h,2100,98f90d037ab5fcbafda60ddaa1e64fa8817d31e8b068ab4abaf85faec6dda269,UNTRACKED_OR_GENERATED,IGNORED,text/x-c,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
