path,qualified_name,kind,line,end_line,decorators,callers,callees,imports,runtime_reachability,tests,configuration_dependencies,data_io,side_effects,external_services,documented,status
tests/diarization/test_sherpa_backend.py,test_cuda_request_rejects_cpu_only_wheel,function,63,74,,,ImportError;SherpaOnnxDiarizationBackend;SpeakerConstraints;_Sherpa;_backend;audio.write_bytes;backend._dependencies;backend.diarize;embedding.write_bytes;object;patch;pytest.raises;segmentation.write_bytes;str,__future__;dubbing.diarization;pathlib;pytest;unittest.mock,UNRESOLVED_STATICALLY,tests/diarization/test_sherpa_backend.py,,,,,NO_OR_UNKNOWN,TEST
tests/diarization/test_sherpa_backend.py,test_cuda_request_rejects_cpu_only_wheel._Sherpa,class,66,67,,tests/diarization/test_sherpa_backend.py:_Sherpa,,__future__;dubbing.diarization;pathlib;pytest;unittest.mock,STATICALLY_REFERENCED,tests/diarization/test_sherpa_backend.py,,,,,NO_OR_UNKNOWN,TEST
tests/personal_capture/test_benchmark.py,test_benchmark_normalization_is_case_and_punctuation_insensitive,function,4,6,,,_normalize,dubbing.apps.personal_capture.benchmark,UNRESOLVED_STATICALLY,tests/personal_capture/test_benchmark.py,,,,,NO_OR_UNKNOWN,TEST
tests/personal_capture/test_config.py,deployment_config,function,9,51,,tests/personal_capture/test_config.py:deployment_config;tests/personal_capture/test_preflight.py:deployment_config;tests/personal_capture/test_review_app.py:deployment_config,deployment_config;json.dumps;load_config;mutation;path.write_text;pytest.mark.parametrize;pytest.raises;str;update;validate_config,dubbing.apps.personal_capture.config;json;pathlib;pytest,STATICALLY_REFERENCED,tests/personal_capture/test_config.py;tests/personal_capture/test_preflight.py;tests/personal_capture/test_review_app.py,,,,,NO_OR_UNKNOWN,TEST
tests/personal_capture/test_config.py,test_canonical_config_is_valid,function,54,59,,,deployment_config;json.dumps;load_config;mutation;path.write_text;pytest.mark.parametrize;pytest.raises;str;update;validate_config,dubbing.apps.personal_capture.config;json;pathlib;pytest,UNRESOLVED_STATICALLY,tests/personal_capture/test_config.py,,,,,NO_OR_UNKNOWN,TEST
tests/personal_capture/test_config.py,test_unsafe_production_config_is_rejected,function,78,83,pytest.mark.parametrize,,deployment_config;json.dumps;load_config;mutation;path.write_text;pytest.mark.parametrize;pytest.raises;str;update;validate_config,dubbing.apps.personal_capture.config;json;pathlib;pytest,UNRESOLVED_STATICALLY,tests/personal_capture/test_config.py,,,,,NO_OR_UNKNOWN,TEST
tests/personal_capture/test_full_day_gate.py,_ASR,class,20,39,,tests/personal_capture/test_full_day_gate.py:_ASR;tests/transcription/test_diarization_integration.py:_ASR,,dubbing.diarization;dubbing.transcription;pathlib;unittest.mock,STATICALLY_REFERENCED,tests/personal_capture/test_full_day_gate.py;tests/transcription/test_diarization_integration.py,,,,,NO_OR_UNKNOWN,TEST
tests/personal_capture/test_full_day_gate.py,_ASR.__init__,method,21,22,,,,dubbing.diarization;dubbing.transcription;pathlib;unittest.mock,UNRESOLVED_STATICALLY,tests/acceptance/test_acceptance_cli.py;tests/core/test_pipeline.py;tests/diarization/test_pipeline.py;tests/diarization/test_resumable.py;tests/diarization/test_sherpa_backend.py;tests/personal_capture/test_full_day_gate.py;tests/personal_capture/test_service.py;tests/transcription/test_faster_whisper_backend.py;tests/transcription/test_resumable.py;tests/translation/test_resumable.py,,,,,NO_OR_UNKNOWN,TEST
tests/personal_capture/test_full_day_gate.py,_ASR.identity,method,25,26,property,,,dubbing.diarization;dubbing.transcription;pathlib;unittest.mock,UNRESOLVED_STATICALLY,tests/core/test_mutant_killers.py;tests/core/test_say_backend.py;tests/diarization/test_resumable.py;tests/personal_capture/test_full_day_gate.py;tests/personal_capture/test_service.py;tests/transcription/test_diarization_integration.py;tests/transcription/test_resumable.py;tests/translation/test_pipeline.py;tests/translation/test_resumable.py,,,,,YES,TEST
tests/personal_capture/test_full_day_gate.py,_ASR.transcribe,method,28,39,,dubbing/transcription/faster_whisper.py:model.transcribe;dubbing/transcription/job.py:self.backend.transcribe;dubbing/transcription/mlx_whisper.py:mlx_whisper.transcribe;dubbing/transcription/pipeline.py:self.transcription_backend.transcribe;tests/personal_capture/test_service.py:FakeASR.transcribe;tests/personal_capture/test_service.py:super.transcribe;tests/transcription/test_faster_whisper_backend.py:backend.transcribe;tests/transcription/test_mlx_backend.py:MLXWhisperTranscriptionBackend.transcribe;tests/transcription/test_mlx_backend.py:backend.transcribe,,dubbing.diarization;dubbing.transcription;pathlib;unittest.mock,STATICALLY_REFERENCED,tests/cli/test_gpu_launcher.py;tests/personal_capture/test_full_day_gate.py;tests/personal_capture/test_service.py;tests/transcription/test_diarization_integration.py;tests/transcription/test_faster_whisper_backend.py;tests/transcription/test_mlx_backend.py;tests/transcription/test_resumable.py,,,,,YES,TEST
tests/personal_capture/test_full_day_gate.py,_Diarizer,class,42,57,,tests/diarization/test_pipeline.py:_Diarizer;tests/personal_capture/test_full_day_gate.py:_Diarizer;tests/transcription/test_diarization_integration.py:_Diarizer,,dubbing.diarization;dubbing.transcription;pathlib;unittest.mock,STATICALLY_REFERENCED,tests/diarization/test_pipeline.py;tests/personal_capture/test_full_day_gate.py;tests/transcription/test_diarization_integration.py,,,,,NO_OR_UNKNOWN,TEST
tests/personal_capture/test_full_day_gate.py,_Diarizer.__init__,method,43,44,,,,dubbing.diarization;dubbing.transcription;pathlib;unittest.mock,UNRESOLVED_STATICALLY,tests/acceptance/test_acceptance_cli.py;tests/core/test_pipeline.py;tests/diarization/test_pipeline.py;tests/diarization/test_resumable.py;tests/diarization/test_sherpa_backend.py;tests/personal_capture/test_full_day_gate.py;tests/personal_capture/test_service.py;tests/transcription/test_faster_whisper_backend.py;tests/transcription/test_resumable.py;tests/translation/test_resumable.py,,,,,NO_OR_UNKNOWN,TEST
tests/personal_capture/test_full_day_gate.py,_Diarizer.identity,method,47,48,property,,,dubbing.diarization;dubbing.transcription;pathlib;unittest.mock,UNRESOLVED_STATICALLY,tests/core/test_mutant_killers.py;tests/core/test_say_backend.py;tests/diarization/test_resumable.py;tests/personal_capture/test_full_day_gate.py;tests/personal_capture/test_service.py;tests/transcription/test_diarization_integration.py;tests/transcription/test_resumable.py;tests/translation/test_pipeline.py;tests/translation/test_resumable.py,,,,,YES,TEST
tests/personal_capture/test_full_day_gate.py,_Diarizer.diarize,method,50,57,,dubbing/cli/main.py:diarizer.diarize;dubbing/diarization/job.py:self.backend.diarize;dubbing/pipeline.py:diarizer.diarize;dubbing/transcription/pipeline.py:diarizer.diarize;tests/diarization/test_sherpa_backend.py:backend.diarize,,dubbing.diarization;dubbing.transcription;pathlib;unittest.mock,STATICALLY_REFERENCED,tests/diarization/test_pipeline.py;tests/diarization/test_resumable.py;tests/diarization/test_sherpa_backend.py;tests/personal_capture/test_full_day_gate.py;tests/transcription/test_diarization_integration.py,,,,,YES,TEST
tests/personal_capture/test_full_day_gate.py,_extract,function,60,61,,,DiarizationResult;ResumableDiarizationJob;ResumableTranscriptionJob;SpeakerTurn;TranscriptSegment;TranscriptionResult;_ASR;_Diarizer;diarization.run;diarization_first.to_dict;diarization_second.to_dict;encode;len;output.write_bytes;patch.object;source.write_bytes;transcript_first.to_dict;transcript_second.to_dict;transcription.run,dubbing.diarization;dubbing.transcription;pathlib;unittest.mock,UNRESOLVED_STATICALLY,tests/core/test_mutant_killers.py;tests/core/test_piper_backend.py;tests/core/test_srt_parser.py;tests/diarization/test_resumable.py;tests/personal_capture/test_full_day_gate.py;tests/transcription/test_resumable.py,,,,,NO_OR_UNKNOWN,TEST
tests/personal_capture/test_full_day_gate.py,test_eighteen_hour_plan_checkpoints_every_stage_and_resumes,function,64,116,,,DiarizationResult;ResumableDiarizationJob;ResumableTranscriptionJob;SpeakerTurn;TranscriptSegment;TranscriptionResult;_ASR;_Diarizer;diarization.run;diarization_first.to_dict;diarization_second.to_dict;encode;len;output.write_bytes;patch.object;source.write_bytes;transcript_first.to_dict;transcript_second.to_dict;transcription.run,dubbing.diarization;dubbing.transcription;pathlib;unittest.mock,UNRESOLVED_STATICALLY,tests/personal_capture/test_full_day_gate.py,,,,,NO_OR_UNKNOWN,TEST
tests/personal_capture/test_operations.py,test_review_edit_reject_retry_and_approve_outbox,function,11,33,,,CaptureService;FakeASR;event.is_file;export_approved;glob;hashlib.sha256;hashlib.sha256.hexdigest;inbox.mkdir;json.loads;list;media;mkdir;read_text;service.approve;service.process;service.reject;service.store.get;service.store.retry;service.update_review;source.read_bytes;transcript.write_text,__future__;dubbing.apps.personal_capture;dubbing.apps.personal_capture.outbox;hashlib;json;tests.personal_capture.test_service,UNRESOLVED_STATICALLY,tests/personal_capture/test_operations.py,,,,,NO_OR_UNKNOWN,TEST
tests/personal_capture/test_operations.py,test_outbox_rejects_tampered_transcript,function,36,45,,,CaptureService;FakeASR;event.is_file;export_approved;glob;hashlib.sha256;hashlib.sha256.hexdigest;inbox.mkdir;json.loads;list;media;mkdir;read_text;service.approve;service.process;service.reject;service.store.get;service.store.retry;service.update_review;source.read_bytes;transcript.write_text,__future__;dubbing.apps.personal_capture;dubbing.apps.personal_capture.outbox;hashlib;json;tests.personal_capture.test_service,UNRESOLVED_STATICALLY,tests/personal_capture/test_operations.py,,,,,NO_OR_UNKNOWN,TEST
tests/personal_capture/test_operations.py,test_outbox_supports_configured_packages_directory,function,48,65,,,CaptureService;FakeASR;event.is_file;export_approved;glob;hashlib.sha256;hashlib.sha256.hexdigest;inbox.mkdir;json.loads;list;media;mkdir;read_text;service.approve;service.process;service.reject;service.store.get;service.store.retry;service.update_review;source.read_bytes;transcript.write_text,__future__;dubbing.apps.personal_capture;dubbing.apps.personal_capture.outbox;hashlib;json;tests.personal_capture.test_service,UNRESOLVED_STATICALLY,tests/personal_capture/test_operations.py,,,,,NO_OR_UNKNOWN,TEST
tests/personal_capture/test_operations.py,test_configured_approval_publishes_transactional_outbox,function,68,86,,,CaptureService;FakeASR;event.is_file;export_approved;glob;hashlib.sha256;hashlib.sha256.hexdigest;inbox.mkdir;json.loads;list;media;mkdir;read_text;service.approve;service.process;service.reject;service.store.get;service.store.retry;service.update_review;source.read_bytes;transcript.write_text,__future__;dubbing.apps.personal_capture;dubbing.apps.personal_capture.outbox;hashlib;json;tests.personal_capture.test_service,UNRESOLVED_STATICALLY,tests/personal_capture/test_operations.py,,,,,NO_OR_UNKNOWN,TEST
tests/personal_capture/test_preflight.py,test_preflight_prepares_paths_and_certifies_required_runtime,function,10,44,,,SimpleNamespace;all;config_path.write_text;deployment_config;inspect_environment;json.dumps;object;os.chmod;patch;path.write_bytes;str;token.write_text,dubbing.apps.personal_capture.preflight;json;os;tests.personal_capture.test_config;types;unittest.mock,UNRESOLVED_STATICALLY,tests/personal_capture/test_preflight.py,,,,,NO_OR_UNKNOWN,TEST
tests/personal_capture/test_review_app.py,_Service,class,7,9,,tests/personal_capture/test_review_app.py:_Service,,dubbing.apps.personal_capture.review;json;tests.personal_capture.test_config;unittest.mock,STATICALLY_REFERENCED,tests/personal_capture/test_review_app.py,,,,,NO_OR_UNKNOWN,TEST
tests/personal_capture/test_review_app.py,_Service.records,method,8,9,,dubbing/apps/personal_capture/review.py:service.records;dubbing/cli/main.py:CaptureService.records,,dubbing.apps.personal_capture.review;json;tests.personal_capture.test_config;unittest.mock,STATICALLY_REFERENCED,tests/acceptance/test_acceptance_cli.py;tests/core/test_pipeline.py;tests/personal_capture/test_review_app.py,,,,,YES,TEST
tests/personal_capture/test_review_app.py,test_review_templates_and_static_assets_are_served,function,12,38,,,_Service;app.test_client;client.get;config_path.write_text;create_capture_app;deployment_config;json.dumps;mkdir;patch;startswith;token.write_text,dubbing.apps.personal_capture.review;json;tests.personal_capture.test_config;unittest.mock,UNRESOLVED_STATICALLY,tests/personal_capture/test_review_app.py,,,,,NO_OR_UNKNOWN,TEST
tests/personal_capture/test_service.py,FakeASR,class,21,44,,tests/personal_capture/test_operations.py:FakeASR;tests/personal_capture/test_service.py:FakeASR,,__future__;dubbing.apps.personal_capture;dubbing.transcription;dubbing.translation.base;json;os;pathlib;pytest;shutil;unittest.mock,STATICALLY_REFERENCED,tests/personal_capture/test_operations.py;tests/personal_capture/test_service.py,,,,,NO_OR_UNKNOWN,TEST
tests/personal_capture/test_service.py,FakeASR.__init__,method,22,24,,,,__future__;dubbing.apps.personal_capture;dubbing.transcription;dubbing.translation.base;json;os;pathlib;pytest;shutil;unittest.mock,UNRESOLVED_STATICALLY,tests/acceptance/test_acceptance_cli.py;tests/core/test_pipeline.py;tests/diarization/test_pipeline.py;tests/diarization/test_resumable.py;tests/diarization/test_sherpa_backend.py;tests/personal_capture/test_full_day_gate.py;tests/personal_capture/test_service.py;tests/transcription/test_faster_whisper_backend.py;tests/transcription/test_resumable.py;tests/translation/test_resumable.py,,,,,NO_OR_UNKNOWN,TEST
tests/personal_capture/test_service.py,FakeASR.identity,method,27,28,property,,,__future__;dubbing.apps.personal_capture;dubbing.transcription;dubbing.translation.base;json;os;pathlib;pytest;shutil;unittest.mock,UNRESOLVED_STATICALLY,tests/core/test_mutant_killers.py;tests/core/test_say_backend.py;tests/diarization/test_resumable.py;tests/personal_capture/test_full_day_gate.py;tests/personal_capture/test_service.py;tests/transcription/test_diarization_integration.py;tests/transcription/test_resumable.py;tests/translation/test_pipeline.py;tests/translation/test_resumable.py,,,,,YES,TEST
tests/personal_capture/test_service.py,FakeASR.transcribe,method,30,44,,dubbing/transcription/faster_whisper.py:model.transcribe;dubbing/transcription/job.py:self.backend.transcribe;dubbing/transcription/mlx_whisper.py:mlx_whisper.transcribe;dubbing/transcription/pipeline.py:self.transcription_backend.transcribe;tests/personal_capture/test_service.py:FakeASR.transcribe;tests/personal_capture/test_service.py:super.transcribe;tests/transcription/test_faster_whisper_backend.py:backend.transcribe;tests/transcription/test_mlx_backend.py:MLXWhisperTranscriptionBackend.transcribe;tests/transcription/test_mlx_backend.py:backend.transcribe,,__future__;dubbing.apps.personal_capture;dubbing.transcription;dubbing.translation.base;json;os;pathlib;pytest;shutil;unittest.mock,STATICALLY_REFERENCED,tests/cli/test_gpu_launcher.py;tests/personal_capture/test_full_day_gate.py;tests/personal_capture/test_service.py;tests/transcription/test_diarization_integration.py;tests/transcription/test_faster_whisper_backend.py;tests/transcription/test_mlx_backend.py;tests/transcription/test_resumable.py,,,,,YES,TEST
tests/personal_capture/test_service.py,Detector,class,47,49,,tests/personal_capture/test_service.py:Detector;tests/translation/test_pipeline.py:Detector,,__future__;dubbing.apps.personal_capture;dubbing.transcription;dubbing.translation.base;json;os;pathlib;pytest;shutil;unittest.mock,STATICALLY_REFERENCED,tests/personal_capture/test_service.py;tests/translation/test_pipeline.py;tests/translation/test_resumable.py,,,,,NO_OR_UNKNOWN,TEST
tests/personal_capture/test_service.py,Detector.detect,method,48,49,,dubbing/translation/pipeline.py:detector.detect;tests/translation/test_pipeline.py:detector.detect,,__future__;dubbing.apps.personal_capture;dubbing.transcription;dubbing.translation.base;json;os;pathlib;pytest;shutil;unittest.mock,STATICALLY_REFERENCED,tests/personal_capture/test_service.py;tests/translation/test_pipeline.py;tests/translation/test_resumable.py,,,,,YES,TEST
tests/personal_capture/test_service.py,Translator,class,52,58,,tests/personal_capture/test_service.py:Translator;tests/translation/test_pipeline.py:Translator,,__future__;dubbing.apps.personal_capture;dubbing.transcription;dubbing.translation.base;json;os;pathlib;pytest;shutil;unittest.mock,STATICALLY_REFERENCED,tests/personal_capture/test_service.py;tests/translation/test_pipeline.py;tests/translation/test_resumable.py,,,,,NO_OR_UNKNOWN,TEST
tests/personal_capture/test_service.py,Translator.identity,method,54,55,property,,,__future__;dubbing.apps.personal_capture;dubbing.transcription;dubbing.translation.base;json;os;pathlib;pytest;shutil;unittest.mock,UNRESOLVED_STATICALLY,tests/core/test_mutant_killers.py;tests/core/test_say_backend.py;tests/diarization/test_resumable.py;tests/personal_capture/test_full_day_gate.py;tests/personal_capture/test_service.py;tests/transcription/test_diarization_integration.py;tests/transcription/test_resumable.py;tests/translation/test_pipeline.py;tests/translation/test_resumable.py,,,,,YES,TEST
tests/personal_capture/test_service.py,Translator.translate,method,57,58,,dubbing/translation/pipeline.py:backend.translate,,__future__;dubbing.apps.personal_capture;dubbing.transcription;dubbing.translation.base;json;os;pathlib;pytest;shutil;unittest.mock,STATICALLY_REFERENCED,tests/personal_capture/test_service.py;tests/translation/test_pipeline.py;tests/translation/test_resumable.py,,,,,YES,TEST
tests/personal_capture/test_service.py,media,function,61,64,,tests/personal_capture/test_operations.py:media;tests/personal_capture/test_service.py:media,AssertionError;CaptureService;CaptureService.discover;CaptureService.process;Detector;FakeASR;FakeASR.transcribe;MutatingASR;Path;Path.write_bytes;RuntimeError;TranscriptSegment;TranscriptionResult;Translator;event_path.read_text;exists;inbox.mkdir;is_file;json.loads;media;next;os.utime;patch;path.write_bytes;pytest.raises;read_text;recent.write_bytes;service.approve;service.approve.read_text;service.process;service.scan;service.store.get;shutil.disk_usage;source.resolve;sum;super;super.transcribe;symlink_to;write_text,__future__;dubbing.apps.personal_capture;dubbing.transcription;dubbing.translation.base;json;os;pathlib;pytest;shutil;unittest.mock,STATICALLY_REFERENCED,tests/core/test_media.py;tests/core/test_parallel_pipeline.py;tests/diarization/test_resumable.py;tests/personal_capture/test_operations.py;tests/personal_capture/test_service.py;tests/transcription/test_resumable.py,,,,,YES,TEST
tests/personal_capture/test_service.py,test_scan_packages_translation_and_deduplicates_by_content,function,67,91,,,AssertionError;CaptureService;CaptureService.discover;CaptureService.process;Detector;FakeASR;FakeASR.transcribe;MutatingASR;Path;Path.write_bytes;RuntimeError;TranscriptSegment;TranscriptionResult;Translator;event_path.read_text;exists;inbox.mkdir;is_file;json.loads;media;next;os.utime;patch;path.write_bytes;pytest.raises;read_text;recent.write_bytes;service.approve;service.approve.read_text;service.process;service.scan;service.store.get;shutil.disk_usage;source.resolve;sum;super;super.transcribe;symlink_to;write_text,__future__;dubbing.apps.personal_capture;dubbing.transcription;dubbing.translation.base;json;os;pathlib;pytest;shutil;unittest.mock,UNRESOLVED_STATICALLY,tests/personal_capture/test_service.py,,,,,NO_OR_UNKNOWN,TEST
tests/personal_capture/test_service.py,test_approval_emits_idempotent_giga_event_with_speaker_alias,function,94,115,,,AssertionError;CaptureService;CaptureService.discover;CaptureService.process;Detector;FakeASR;FakeASR.transcribe;MutatingASR;Path;Path.write_bytes;RuntimeError;TranscriptSegment;TranscriptionResult;Translator;event_path.read_text;exists;inbox.mkdir;is_file;json.loads;media;next;os.utime;patch;path.write_bytes;pytest.raises;read_text;recent.write_bytes;service.approve;service.approve.read_text;service.process;service.scan;service.store.get;shutil.disk_usage;source.resolve;sum;super;super.transcribe;symlink_to;write_text,__future__;dubbing.apps.personal_capture;dubbing.transcription;dubbing.translation.base;json;os;pathlib;pytest;shutil;unittest.mock,UNRESOLVED_STATICALLY,tests/personal_capture/test_service.py,,,,,NO_OR_UNKNOWN,TEST
tests/personal_capture/test_service.py,test_failure_is_retryable,function,118,130,,,AssertionError;CaptureService;CaptureService.discover;CaptureService.process;Detector;FakeASR;FakeASR.transcribe;MutatingASR;Path;Path.write_bytes;RuntimeError;TranscriptSegment;TranscriptionResult;Translator;event_path.read_text;exists;inbox.mkdir;is_file;json.loads;media;next;os.utime;patch;path.write_bytes;pytest.raises;read_text;recent.write_bytes;service.approve;service.approve.read_text;service.process;service.scan;service.store.get;shutil.disk_usage;source.resolve;sum;super;super.transcribe;symlink_to;write_text,__future__;dubbing.apps.personal_capture;dubbing.transcription;dubbing.translation.base;json;os;pathlib;pytest;shutil;unittest.mock,UNRESOLVED_STATICALLY,tests/personal_capture/test_service.py,,,,,NO_OR_UNKNOWN,TEST
tests/personal_capture/test_service.py,test_discovery_ignores_symlinks_unknown_files_and_recent_writes,function,133,145,,,AssertionError;CaptureService;CaptureService.discover;CaptureService.process;Detector;FakeASR;FakeASR.transcribe;MutatingASR;Path;Path.write_bytes;RuntimeError;TranscriptSegment;TranscriptionResult;Translator;event_path.read_text;exists;inbox.mkdir;is_file;json.loads;media;next;os.utime;patch;path.write_bytes;pytest.raises;read_text;recent.write_bytes;service.approve;service.approve.read_text;service.process;service.scan;service.store.get;shutil.disk_usage;source.resolve;sum;super;super.transcribe;symlink_to;write_text,__future__;dubbing.apps.personal_capture;dubbing.transcription;dubbing.translation.base;json;os;pathlib;pytest;shutil;unittest.mock,UNRESOLVED_STATICALLY,tests/personal_capture/test_service.py,,,,,NO_OR_UNKNOWN,TEST
tests/personal_capture/test_service.py,test_configurable_runtime_paths_stay_inside_workspace,function,148,168,,,AssertionError;CaptureService;CaptureService.discover;CaptureService.process;Detector;FakeASR;FakeASR.transcribe;MutatingASR;Path;Path.write_bytes;RuntimeError;TranscriptSegment;TranscriptionResult;Translator;event_path.read_text;exists;inbox.mkdir;is_file;json.loads;media;next;os.utime;patch;path.write_bytes;pytest.raises;read_text;recent.write_bytes;service.approve;service.approve.read_text;service.process;service.scan;service.store.get;shutil.disk_usage;source.resolve;sum;super;super.transcribe;symlink_to;write_text,__future__;dubbing.apps.personal_capture;dubbing.transcription;dubbing.translation.base;json;os;pathlib;pytest;shutil;unittest.mock,UNRESOLVED_STATICALLY,tests/personal_capture/test_service.py,,,,,NO_OR_UNKNOWN,TEST
tests/personal_capture/test_service.py,test_resumable_capture_uses_project_processing_directory,function,171,192,,,AssertionError;CaptureService;CaptureService.discover;CaptureService.process;Detector;FakeASR;FakeASR.transcribe;MutatingASR;Path;Path.write_bytes;RuntimeError;TranscriptSegment;TranscriptionResult;Translator;event_path.read_text;exists;inbox.mkdir;is_file;json.loads;media;next;os.utime;patch;path.write_bytes;pytest.raises;read_text;recent.write_bytes;service.approve;service.approve.read_text;service.process;service.scan;service.store.get;shutil.disk_usage;source.resolve;sum;super;super.transcribe;symlink_to;write_text,__future__;dubbing.apps.personal_capture;dubbing.transcription;dubbing.translation.base;json;os;pathlib;pytest;shutil;unittest.mock,UNRESOLVED_STATICALLY,tests/personal_capture/test_service.py,,,,,NO_OR_UNKNOWN,TEST
tests/personal_capture/test_service.py,test_capture_fails_when_source_changes_during_processing,function,195,213,,,AssertionError;CaptureService;CaptureService.discover;CaptureService.process;Detector;FakeASR;FakeASR.transcribe;MutatingASR;Path;Path.write_bytes;RuntimeError;TranscriptSegment;TranscriptionResult;Translator;event_path.read_text;exists;inbox.mkdir;is_file;json.loads;media;next;os.utime;patch;path.write_bytes;pytest.raises;read_text;recent.write_bytes;service.approve;service.approve.read_text;service.process;service.scan;service.store.get;shutil.disk_usage;source.resolve;sum;super;super.transcribe;symlink_to;write_text,__future__;dubbing.apps.personal_capture;dubbing.transcription;dubbing.translation.base;json;os;pathlib;pytest;shutil;unittest.mock,UNRESOLVED_STATICALLY,tests/personal_capture/test_service.py,,,,,NO_OR_UNKNOWN,TEST
tests/personal_capture/test_service.py,test_capture_fails_when_source_changes_during_processing.MutatingASR,class,198,202,,tests/personal_capture/test_service.py:MutatingASR,,__future__;dubbing.apps.personal_capture;dubbing.transcription;dubbing.translation.base;json;os;pathlib;pytest;shutil;unittest.mock,STATICALLY_REFERENCED,tests/personal_capture/test_service.py,,,,,NO_OR_UNKNOWN,TEST
tests/personal_capture/test_service.py,test_capture_fails_when_source_changes_during_processing.MutatingASR.transcribe,method,199,202,,dubbing/transcription/faster_whisper.py:model.transcribe;dubbing/transcription/job.py:self.backend.transcribe;dubbing/transcription/mlx_whisper.py:mlx_whisper.transcribe;dubbing/transcription/pipeline.py:self.transcription_backend.transcribe;tests/personal_capture/test_service.py:FakeASR.transcribe;tests/personal_capture/test_service.py:super.transcribe;tests/transcription/test_faster_whisper_backend.py:backend.transcribe;tests/transcription/test_mlx_backend.py:MLXWhisperTranscriptionBackend.transcribe;tests/transcription/test_mlx_backend.py:backend.transcribe,,__future__;dubbing.apps.personal_capture;dubbing.transcription;dubbing.translation.base;json;os;pathlib;pytest;shutil;unittest.mock,STATICALLY_REFERENCED,tests/cli/test_gpu_launcher.py;tests/personal_capture/test_full_day_gate.py;tests/personal_capture/test_service.py;tests/transcription/test_diarization_integration.py;tests/transcription/test_faster_whisper_backend.py;tests/transcription/test_mlx_backend.py;tests/transcription/test_resumable.py,,,,,YES,TEST
tests/personal_capture/test_service.py,test_capture_enforces_free_space_reserve,function,216,229,,,AssertionError;CaptureService;CaptureService.discover;CaptureService.process;Detector;FakeASR;FakeASR.transcribe;MutatingASR;Path;Path.write_bytes;RuntimeError;TranscriptSegment;TranscriptionResult;Translator;event_path.read_text;exists;inbox.mkdir;is_file;json.loads;media;next;os.utime;patch;path.write_bytes;pytest.raises;read_text;recent.write_bytes;service.approve;service.approve.read_text;service.process;service.scan;service.store.get;shutil.disk_usage;source.resolve;sum;super;super.transcribe;symlink_to;write_text,__future__;dubbing.apps.personal_capture;dubbing.transcription;dubbing.translation.base;json;os;pathlib;pytest;shutil;unittest.mock,UNRESOLVED_STATICALLY,tests/personal_capture/test_service.py,,,,,NO_OR_UNKNOWN,TEST
tests/personal_capture/test_service.py,test_unchanged_reviewed_source_is_not_rehashed_on_later_scans,function,232,248,,,AssertionError;CaptureService;CaptureService.discover;CaptureService.process;Detector;FakeASR;FakeASR.transcribe;MutatingASR;Path;Path.write_bytes;RuntimeError;TranscriptSegment;TranscriptionResult;Translator;event_path.read_text;exists;inbox.mkdir;is_file;json.loads;media;next;os.utime;patch;path.write_bytes;pytest.raises;read_text;recent.write_bytes;service.approve;service.approve.read_text;service.process;service.scan;service.store.get;shutil.disk_usage;source.resolve;sum;super;super.transcribe;symlink_to;write_text,__future__;dubbing.apps.personal_capture;dubbing.transcription;dubbing.translation.base;json;os;pathlib;pytest;shutil;unittest.mock,UNRESOLVED_STATICALLY,tests/personal_capture/test_service.py,,,,,NO_OR_UNKNOWN,TEST
tests/support/assertions.py,_decode_samples,function,13,21,,tests/support/assertions.py:_decode_samples,_decode_samples;abs;all;any;by_name.get;int;int.from_bytes;io.BytesIO;len;pytest.approx;range;set;sorted;values.items;wave.open;wf.getframerate;wf.getnchannels;wf.getnframes;wf.getsampwidth;wf.readframes,__future__;dubbing.aligner;dubbing.models;io;pytest;typing;wave,STATICALLY_REFERENCED,tests/support/assertions.py,,,,,NO_OR_UNKNOWN,TEST
tests/support/assertions.py,assert_wav_duration,function,24,30,,tests/core/test_boundaries.py:assert_wav_duration;tests/core/test_mutant_killers.py:assert_wav_duration,_decode_samples;abs;all;any;by_name.get;int;int.from_bytes;io.BytesIO;len;pytest.approx;range;set;sorted;values.items;wave.open;wf.getframerate;wf.getnchannels;wf.getnframes;wf.getsampwidth;wf.readframes,__future__;dubbing.aligner;dubbing.models;io;pytest;typing;wave,STATICALLY_REFERENCED,tests/core/test_boundaries.py;tests/core/test_mutant_killers.py;tests/support/assertions.py,,,,,NO_OR_UNKNOWN,TEST
tests/support/assertions.py,assert_wav_format,function,33,50,,tests/core/test_boundaries.py:assert_wav_format,_decode_samples;abs;all;any;by_name.get;int;int.from_bytes;io.BytesIO;len;pytest.approx;range;set;sorted;values.items;wave.open;wf.getframerate;wf.getnchannels;wf.getnframes;wf.getsampwidth;wf.readframes,__future__;dubbing.aligner;dubbing.models;io;pytest;typing;wave,STATICALLY_REFERENCED,tests/core/test_boundaries.py;tests/support/assertions.py,,,,,NO_OR_UNKNOWN,TEST
tests/support/assertions.py,assert_silence_region,function,53,61,,tests/core/test_mutant_killers.py:assert_silence_region,_decode_samples;abs;all;any;by_name.get;int;int.from_bytes;io.BytesIO;len;pytest.approx;range;set;sorted;values.items;wave.open;wf.getframerate;wf.getnchannels;wf.getnframes;wf.getsampwidth;wf.readframes,__future__;dubbing.aligner;dubbing.models;io;pytest;typing;wave,STATICALLY_REFERENCED,tests/core/test_mutant_killers.py;tests/support/assertions.py,,,,,NO_OR_UNKNOWN,TEST
